processo_enquadramento,fornecedor,cnpj_cpf,contratacao_objeto,fundamento_legal,vigencia_inicio,vigencia_fim,contrato_valor_txt,contrato_saldo_bruto,situacao,contrato_currency,contrato_amount
Convite,KREITON CALDEIRARIA E USINAGEM LTDA,64.995.160/0001-09,chapas mola para teto de tanque flutuant,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",08/01/2018,14/01/2020,"R$ 62.327,62","R$ 62.327,62",Ativo,R$,62327.62
Convite,KREITON CALDEIRARIA E USINAGEM LTDA,64.995.160/0001-09,chapas mola para teto de tanque flutuant,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",08/01/2018,14/01/2020,"R$ 309.809,56","R$ 249.529,56",Ativo,R$,309809.56
Convite,KREITON CALDEIRARIA E USINAGEM LTDA,64.995.160/0001-09,chapas mola para teto de tanque flutuant,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",08/01/2018,14/01/2020,"R$ 155.231,60","R$ 17.957,59",Ativo,R$,155231.60
Convite,KREITON CALDEIRARIA E USINAGEM LTDA,64.995.160/0001-09,chapas mola para teto de tanque flutuant,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",15/01/2018,14/01/2020,"R$ 186.601,40","R$ 186.601,40",Ativo,R$,186601.40
Convite,LOGICTEL S.A.,03.430.070/0001-78,"SERVIÇOS TÉCNICOS ESPECIALIZADOS DE INFRAESTRUTURA ELÉTRICA,","3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",02/01/2018,31/12/2020,"R$ 10.055.762,72","R$ 10.055.762,72",Ativo,R$,10055762.72
Concorrência,TELSAN ENGENHARIA E SERVICOS S.A.,00.740.230/0005-10,SERVIÇOS DE SUPORTE AO PLANEJAMENTO E CONTROLE DE DESEMPENHO,"3.1, A - Participação de quaisquer interessados, obedecidas",01/01/2018,31/12/2018,"R$ 2.140.324,53","R$ 2.019.642,61",Ativo,R$,2140324.53
Concorrência,TELSAN ENGENHARIA E SERVICOS S.A.,00.740.230/0005-10,SERVIÇOS DE SUPORTE AO PLANEJAMENTO E CONTROLE DE DESEMPENHO,"3.1, A - Participação de quaisquer interessados, obedecidas",01/01/2018,31/12/2018,"R$ 2.140.324,53","R$ 2.074.400,43",Ativo,R$,2140324.53
Concorrência,TELSAN ENGENHARIA E SERVICOS S.A.,00.740.230/0005-10,SERVIÇOS DE SUPORTE AO PLANEJAMENTO E CONTROLE DE DESEMPENHO,"3.1, A - Participação de quaisquer interessados, obedecidas",01/01/2018,31/12/2018,"R$ 2.140.324,53","R$ 1.267.105,78",Ativo,R$,2140324.53
Concorrência,TELSAN ENGENHARIA E SERVICOS S.A.,00.740.230/0005-10,SERVIÇOS DE SUPORTE AO PLANEJAMENTO E CONTROLE DE DESEMPENHO,"3.1, A - Participação de quaisquer interessados, obedecidas",01/01/2018,31/12/2018,"R$ 2.140.324,53","R$ 1.989.272,83",Ativo,R$,2140324.53
Concorrência,TELSAN ENGENHARIA E SERVICOS S.A.,00.740.230/0005-10,SERVIÇOS DE SUPORTE AO PLANEJAMENTO E CONTROLE DE DESEMPENHO,"3.1, A - Participação de quaisquer interessados, obedecidas",01/01/2018,31/12/2018,"R$ 2.140.324,53","R$ 2.133.919,69",Ativo,R$,2140324.53
Concorrência,TELSAN ENGENHARIA E SERVICOS S.A.,00.740.230/0005-10,SERVIÇOS DE SUPORTE AO PLANEJAMENTO E CONTROLE DE DESEMPENHO,"3.1, A - Participação de quaisquer interessados, obedecidas",01/01/2018,31/12/2018,"R$ 2.140.324,53","R$ 2.034.658,51",Ativo,R$,2140324.53
Concorrência,TELSAN ENGENHARIA E SERVICOS S.A.,00.740.230/0005-10,SERVIÇOS DE SUPORTE AO PLANEJAMENTO E CONTROLE DE DESEMPENHO,"3.1, A - Participação de quaisquer interessados, obedecidas",01/01/2018,31/12/2018,"R$ 2.140.324,53","R$ 2.052.298,18",Ativo,R$,2140324.53
Concorrência,TELSAN ENGENHARIA E SERVICOS S.A.,00.740.230/0005-10,SERVIÇOS DE SUPORTE AO PLANEJAMENTO E CONTROLE DE DESEMPENHO,"3.1, A - Participação de quaisquer interessados, obedecidas",01/01/2018,31/12/2018,"R$ 2.140.324,53","R$ 2.120.782,02",Ativo,R$,2140324.53
Concorrência,TELSAN ENGENHARIA E SERVICOS S.A.,00.740.230/0005-10,SERVIÇOS DE SUPORTE AO PLANEJAMENTO E CONTROLE DE DESEMPENHO,"3.1, A - Participação de quaisquer interessados, obedecidas",01/01/2018,31/12/2018,"R$ 2.140.324,53","R$ 2.112.738,51",Ativo,R$,2140324.53
Concorrência,TELSAN ENGENHARIA E SERVICOS S.A.,00.740.230/0005-10,SERVIÇOS DE SUPORTE AO PLANEJAMENTO E CONTROLE DE DESEMPENHO,"3.1, A - Participação de quaisquer interessados, obedecidas",01/01/2018,31/12/2018,"R$ 2.140.324,53","R$ 2.124.497,15",Ativo,R$,2140324.53
Concorrência,TELSAN ENGENHARIA E SERVICOS S.A.,00.740.230/0005-10,SERVIÇOS DE SUPORTE AO PLANEJAMENTO E CONTROLE DE DESEMPENHO,"3.1, A - Participação de quaisquer interessados, obedecidas",01/01/2018,31/12/2018,"R$ 2.140.324,53","R$ 2.116.469,52",Ativo,R$,2140324.53
Convite,PETROREP SERVICOS E REPRESENTACOES,11.922.312/0001-79,"ANÁLISES DE PETRÓLEO E SEUS DERIVADOS, ÁGUA, EFLUENTES, VERI","3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",17/04/2018,15/04/2021,"R$ 2.755.314,88","R$ 2.755.314,88",Ativo,R$,2755314.88
Convite,SAYBOLT INSPECOES TECNICAS LTDA,01.178.071/0001-41,SERVIÇOS TÉCNICOS E ADMINISTRATIVOS PARA AS ATIVIDADES DE LA,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",07/02/2018,05/02/2021,"R$ 6.749.692,92","R$ 6.749.692,92",Ativo,R$,6749692.92
Convite,NISHIPOWER SERVICOS ELETRICOS LTDA.,00.987.500/0001-69,REPARO DE TRANSFORMADOR DE POTÊNCIA 8021-TF-01B NA REFAP,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",22/01/2018,21/04/2018,"R$ 182.517,39","R$ 182.517,39",Ativo,R$,182517.39
Convite,PREVENT FISIOTERAPIA PREVENTIVA E,12.487.879/0001-27,SERVIÇOS DE SAÚDE OCUPACIONAL DA REDUC,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",23/02/2018,21/02/2021,"R$ 6.799.042,33","R$ 6.788.215,52",Ativo,R$,6799042.33
Convite,VITAL SERVICOS LTDA - ME,12.310.385/0001-72,"SERVIÇOS DE MANUTENÇÃO DE ÁREAS VERDES, ZELADORIA, LIMPEZA D","3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",22/01/2018,20/01/2021,"R$ 13.491.868,80","R$ 13.144.235,53",Ativo,R$,13491868.80
Convite,PPL MANUTENCAO E SERVICOS LTDA.,01.412.207/0001-36,"SERVIÇOS DE CALDEIRARIA, SOLDAGEM E INSPEÇÃO DE EQUIPAMENTOS","3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",15/01/2018,14/01/2020,"R$ 4.109.373,60","R$ 3.802.266,09",Ativo,R$,4109373.60
Convite,MEDINSHIP COMERCIO LTDA EPP,23.258.961/0001-04,Medicamentos,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",15/02/2018,14/02/2020,"R$ 2.221.731,14","R$ 2.087.699,80",Ativo,R$,2221731.14
Inexigibilidade,CCI AMERICA DO SUL COMERCIO DE,10.967.239/0001-99,MELHORIA E REFORMA DOS SISTEMAS DE BYPASS E CONDICIONAMENTO,"Dec 2745, 2.3, A - Aquisição de materiais, equip, gêneros co",01/02/2018,31/01/2019,"R$ 2.573.934,20","R$ 2.573.934,20",Ativo,R$,2573934.20
Convite,SONDA PROCWORK INFORMATICA LTDA,08.733.698/0008-32,SERVIÇOS ESPECIALIZADOS DE IMPLANTAÇÃO E MANUTENÇÃO DE PROCE,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",04/01/2018,03/01/2020,"R$ 4.550.466,02","R$ 4.415.142,28",Ativo,R$,4550466.02
Convite,ICE DO BRASIL LTDA,06.939.205/0001-13,SERVIÇOS DE DESCOQUEAMENTO DAS SERPENTINAS DOS FORNOS DAS UN,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",08/01/2018,06/01/2021,"R$ 5.527.054,56","R$ 5.527.054,56",Ativo,R$,5527054.56
Inexigibilidade,"ROSI, RAJAO SOCIEDADE DE ADVOGADOS",18.035.083/0001-10,SERVIÇO TÉCNICO JURÍDICO NA ÁREA DE CONTENCIOSO ADMINISTRATI,"Dec 2745, 2.3, B - Serviços técnicos de natureza singular (p",09/01/2018,07/07/2018,"R$ 98.490,00","R$ 98.490,00",Ativo,R$,98490.00
Convite,CRN-BIO CONSULTORIA SOCIO-AMBIENTAL,10.734.070/0001-27,SERV.MONITORAMENTO ARQUEOLOGICO GSR3,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",01/04/2018,22/03/2020,"R$ 2.660.415,96","R$ 2.660.415,96",Ativo,R$,2660415.96
Convite,STEFANINI CONSULTORIA E ASSESSORIA,58.069.360/0001-20,SERVIÇOS DE APOIO TÉCNICO NAS ATIVIDADES DE COMERCIALIZAÇÃO,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",25/03/2018,23/03/2021,"R$ 1.168.509,61","R$ 1.168.509,61",Ativo,R$,1168509.61
Convite,MEGATHERM COMERCIO E REPRESENTACOES,39.138.573/0001-11,Isolamento Térmico,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",01/02/2018,31/01/2020,"R$ 604.660,80","R$ 604.660,80",Ativo,R$,604660.80
Convite,ALPITEC DO BRASIL ALPINISMO,07.212.358/0001-27,"SERVIÇOS DE MANUTENÇÃO E INSPEÇÃO DE EQUIPAMENTOS, TUBULAÇÕE","3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",09/02/2018,08/02/2020,"R$ 19.620.687,35","R$ 19.599.718,04",Ativo,R$,19620687.35
Convite,LV CASTRO ENGENHARIA E,07.959.171/0001-91,"SERVIÇOS DE PRÉ, PÓS E PARADAS PROGRAMADAS, MONTAGEM E DESMO","3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",15/02/2018,14/02/2020,"R$ 15.313.687,10","R$ 15.313.687,10",Ativo,R$,15313687.10
Convite,BRASBUNKER PARTICIPACOES S/A,04.931.019/0002-93,AFRETAMENTO DE EMBARCAÇÃO DO TIPO PSV OSRV 750 BRAVANTE VI,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",21/01/2018,20/01/2020,"R$ 22.898.953,90","R$ 10.351.581,91",Ativo,R$,22898953.90
Convite,BRASBUNKER PARTICIPACOES S/A,04.931.019/0002-93,AFRETAMENTO DE EMBARCAÇÃO DO TIPO OSRV 750 - BRAVANTE VIII,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",31/01/2018,30/01/2020,"US$ 3.720.080,00","US$ 3.720.080,00",Ativo,US$,3720080.00
Convite,STEI-SERVICOS TECNICOS DE ENG.E,31.534.670/0001-11,SERVIÇOS DE PLANEJAMENTO E CONTROLE DE EMPREENDIMENTO SERVIÇ,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",02/01/2018,31/01/2020,"R$ 4.445.189,70","R$ 4.356.709,26",Ativo,R$,4445189.70
Convite,4PIPE - ENGENHARIA INDUSTRIAL LTDA.,08.101.524/0001-80,SERVIÇOS DE INSPEÇÃO DE DUTOS COM PIG INSTRUMENTADO,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",29/01/2018,28/01/2020,"R$ 3.421.270,47","R$ 3.421.270,47",Ativo,R$,3421270.47
Convite,AUTOMIND AUTOMACAO INDUSTRIAL LTDA,16.119.281/0001-36,SERVIÇOS DE READEQUAÇÃO DO ENCAMINHAMENTO DE BANDEJAS E CABO,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",17/01/2018,16/01/2019,"R$ 742.025,84","R$ 742.025,84",Ativo,R$,742025.84
Convite,INOVAR AR CONDICIONADO LTDA.,03.475.276/0001-14,SERVIÇOS DE OPERAÇÃO E MANUTENÇÃO DE SISTEMAS DE REFRIGERAÇÃ,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",21/03/2018,19/03/2020,"R$ 217.520,05","R$ 217.520,05",Ativo,R$,217520.05
Convite,KURITA DO BRASIL LTDA,46.393.484/0001-87,PRODUTOS QUIMICOS PARA TRATAMENTO DE AGUA,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",30/01/2018,28/02/2021,"R$ 2.900.040,05","R$ 2.745.094,57",Ativo,R$,2900040.05
Convite,M.PEIXOTO-CONSTRUCOES E SERVICOS,00.193.082/0001-38,SERVIÇOS DE DEMOLIÇÃO DE INSTALAÇÕES DO PRÉDIO ADMINISTRATIV,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",31/01/2018,18/06/2018,"R$ 603.231,52","R$ 603.231,52",Ativo,R$,603231.52
Inexigibilidade,CETEG - CENTRO DE TREINAMENTO DE,10.452.280/0001-22,CURSO DE SEGURANÇA DE PLATAFORMA - GUAMARÉ (RN),"Dec 2745, 2.3, B - Serviços técnicos de natureza singular (p",19/01/2018,17/01/2021,"R$ 247.200,00","R$ 247.200,00",Ativo,R$,247200.00
Convite,LIGHTHOUSE-SMS CONSULTORIA E,08.900.111/0001-66,CURSO MCIA - MANOBRA E COMBATE A INCÊNDIO DE AVIAÇÃO - MACAÉ,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",16/04/2018,14/04/2021,"R$ 153.895,00","R$ 153.895,00",Ativo,R$,153895.00
Convite,CM CONSTRUCOES E SERVICOS LTDA,35.398.247/0001-92,"SERVIÇOS DE TERRAPLENAGEM, PAVIMENTAÇÃO, TRANSPORTE DE RESÍD","3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",26/02/2018,19/08/2019,"R$ 10.874.731,02","R$ 10.874.731,02",Ativo,R$,10874731.02
Convite,INSTITUTO OLHAR - PESQUISA E,05.633.719/0001-83,PRESTAÇÃO DE SERVIÇOS DE PESQUISA DE IMAGEM 2018-2019,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",18/01/2018,20/06/2020,"R$ 669.630,00","R$ 668.679,99",Ativo,R$,669630.00
Convite,PETROPUMP SERVICOS LTDA - ME,22.216.591/0001-71,MOVIMENTAÇÃO DE CARGAS PARA A PARADA PROGRAMADA DA REFAP DE,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",05/02/2018,03/08/2018,"R$ 6.531.100,00","R$ 6.402.000,00",Ativo,R$,6531100.00
Convite,FORSHIP ENGENHARIA S/A,02.657.017/0002-22,APOIO OPERACIONAL E MANUTENÇÃO DE EQUIPAMENTOS E INSTALAÇÕES,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",20/02/2018,19/02/2019,"R$ 3.936.771,47","R$ 3.872.385,77",Ativo,R$,3936771.47
Convite,ECONSERVATION ESTUDOS E PROJETOS,14.328.147/0001-10,PRESTAÇÃO DE SERVIÇOS DE SUPORTE À ELABORAÇÃO DE DIAGNÓSTICO,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",02/02/2018,26/07/2019,"R$ 1.222.415,29","R$ 1.222.415,29",Ativo,R$,1222415.29
Convite,INDUSTRIA E COMERCIO LEAL LTDA,61.353.199/0012-89,Vestimenta de Segurança Resistente ao Fogo e ao Arco Elétric,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",15/02/2018,14/02/2020,"R$ 3.839.184,18","R$ 3.480.463,65",Ativo,R$,3839184.18
Convite,CE ENGENHARIA LTDA,09.574.489/0001-80,"SERVIÇOS MULTIDISCIPLINARES DE CONSTRUÇÃO CIVIL, INSTALAÇÕES","3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",19/02/2018,14/05/2019,"R$ 5.128.701,20","R$ 5.128.701,20",Ativo,R$,5128701.20
Convite,SCHLUMBERGER SERVICOS DE PETROLEO,32.319.931/0001-43,ALARGAMENTO DE POÇOS DE PETRÓLEO E GAS,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",22/01/2018,20/01/2021,"R$ 57.714.837,79","R$ 57.207.878,01",Ativo,R$,57714837.79
Inexigibilidade,ABB LTDA,61.074.829/0087-01,SERVIÇO DE MANUTENÇÃO DOS SISTEMAS DE AUTOMAÇÃO INDUSTRIAL D,"Dec 2745, 2.3, A - Aquisição de materiais, equip, gêneros co",09/01/2018,08/01/2020,"R$ 692.452,56","R$ 692.452,56",Ativo,R$,692452.56
Inexigibilidade,ABB LTDA,61.074.829/0087-01,SERVIÇO DE MANUTENÇÃO DOS SISTEMAS DE AUTOMAÇÃO INDUSTRIAL D,"Dec 2745, 2.3, A - Aquisição de materiais, equip, gêneros co",09/01/2018,08/01/2020,"R$ 602.565,68","R$ 602.565,68",Ativo,R$,602565.68
Convite,INTERNAV NAVEGACAO LTDA.,08.932.787/0001-31,AFRETAMENTO DE EMBARCAÇÃO DO TIPO P5,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",25/02/2018,24/02/2020,"R$ 12.560.992,10","R$ 12.560.992,10",Ativo,R$,12560992.10
Inexigibilidade,PETROBRAS DISTRIBUIDORA S A,34.274.233/0348-56,"FORNECIMENTO DE PRODUTOS QUÍMICOS, LUBRIFICANTES, GRAXAS, CO","Dec 2745, 2.3, H - Formação de parcerias, consórcios e outra",03/01/2018,06/12/2018,"R$ 53.711,83","R$ 53.296,67",Ativo,R$,53711.83
Inexigibilidade,PETROBRAS DISTRIBUIDORA S A,34.274.233/0348-56,"FORNECIMENTO DE PRODUTOS QUÍMICOS, LUBRIFICANTES, GRAXAS, CO","Dec 2745, 2.3, H - Formação de parcerias, consórcios e outra",13/01/2018,08/12/2018,"R$ 6.254.291,52","R$ 5.451.366,26",Ativo,R$,6254291.52
Convite,"IMC SASTE-CONSTRUCOES, SERVICOS E",67.706.853/0001-14,SERVIÇOS DE SECRETARIADO,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",09/01/2018,08/01/2019,"R$ 239.585,28","R$ 200.403,37",Ativo,R$,239585.28
Convite,ALVAREZ E MUNIZ ENGENHARIA LTDA.,00.917.865/0001-17,SERVIÇOS DE EXECUÇÃO DE REMENDOS SUPERFICIAIS CONTEMPLANDO B,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",01/02/2018,05/01/2023,"R$ 4.944.962,76","R$ 4.944.962,76",Ativo,R$,4944962.76
Inexigibilidade,PETROBRAS DISTRIBUIDORA S A,34.274.233/0085-02,FORNECIMENTO DE PRODUTOS QUÍMICOS E SERVIÇOS ASSOCIADOS,"Dec 2745, 2.3, H - Formação de parcerias, consórcios e outra",08/01/2018,05/10/2018,"R$ 1.425.522,71","R$ 776.786,71",Ativo,R$,1425522.71
Inexigibilidade,PETROBRAS DISTRIBUIDORA S A,34.274.233/0348-56,"FORNECIMENTO DE PRODUTOS QUÍMICOS, LUBRIFICANTES, GRAXAS, CO","Dec 2745, 2.3, H - Formação de parcerias, consórcios e outra",10/01/2018,20/02/2018,"R$ 81.014,40","R$ 0,00",Concluído,R$,81014.40
Convite,PARKER HANNIFIN INDUSTRIA E,54.823.455/0007-21,CONTRATO SOBRESSALENTES SECADORES DOMINICK HUNTER***,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",15/01/2018,13/01/2021,"R$ 2.024.165,22","R$ 1.696.150,15",Ativo,R$,2024165.22
Inexigibilidade,BOVEN COMERCIALIZADORA DE ENERGIA L,14.609.649/0001-19,Compra de Energia Elétrica,"Dec 2745, 2.3, A - Aquisição de materiais, equip, gêneros co",01/01/2018,31/03/2018,"R$ 284.050,00","R$ 99.840,01",Ativo,R$,284050.00
Inexigibilidade,CAPITALE ENERGIA COMERCIALIZADORA L,11.599.292/0001-47,Compra de Energia Elétrica,"Dec 2745, 2.3, A - Aquisição de materiais, equip, gêneros co",01/01/2018,31/03/2018,"R$ 279.680,00","R$ 98.304,00",Ativo,R$,279680.00
Inexigibilidade,MATRIX COMERCIALIZADORA DE ENERGIA,17.858.631/0001-49,Compra de Energia Elétrica,"Dec 2745, 2.3, A - Aquisição de materiais, equip, gêneros co",01/01/2018,31/03/2018,"R$ 865.260,00","R$ 304.128,00",Ativo,R$,865260.00
Inexigibilidade,DIFERENCIAL COMERCIALIZADORA,07.393.256/0001-55,Compra de Energia Elétrica,"Dec 2745, 2.3, A - Aquisição de materiais, equip, gêneros co",01/01/2018,31/03/2018,"R$ 930.810,00","R$ 327.168,00",Ativo,R$,930810.00
Inexigibilidade,STIMA ENERGIA LTDA,25.099.255/0001-84,Compra de Energia Elétrica,"Dec 2745, 2.3, A - Aquisição de materiais, equip, gêneros co",01/01/2018,31/03/2018,"R$ 306.555,50","R$ 107.750,41",Ativo,R$,306555.50
Inexigibilidade,STIMA ENERGIA LTDA,25.099.255/0001-84,Compra de Energia Elétrica,"Dec 2745, 2.3, A - Aquisição de materiais, equip, gêneros co",01/01/2018,31/03/2018,"R$ 1.551.350,00","R$ 545.280,01",Ativo,R$,1551350.00
Inexigibilidade,MATRIX COMERCIALIZADORA DE ENERGIA,17.858.631/0001-49,Compra de Energia Elétrica,"Dec 2745, 2.3, A - Aquisição de materiais, equip, gêneros co",01/01/2018,31/03/2018,"R$ 6.249.100,00","R$ 2.196.480,00",Ativo,R$,6249100.00
Inexigibilidade,VALORA ENERGIA LTDA,21.265.165/0001-65,Compra de Energia Elétrica,"Dec 2745, 2.3, A - Aquisição de materiais, equip, gêneros co",01/01/2018,31/03/2018,"R$ 310.270,00","R$ 107.270,58",Ativo,R$,310270.00
Convite,LOCAL LOCADORA DE ONIBUS CANOAS,92.080.019/0001-03,SERVIÇOS DE TRANSPORTE DE PESSOAL ADMINISTRAÇÃO REFAP,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",23/01/2018,22/01/2020,"R$ 6.701.319,37","R$ 6.421.233,28",Ativo,R$,6701319.37
Convite,SULZER BRASIL S A,33.574.575/0019-04,REBOBINAGEM DO ROTOR DO TURBO GERADOR TG-59101A,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",15/01/2018,14/05/2018,"R$ 659.900,00","R$ 659.900,00",Ativo,R$,659900.00
Convite,M.I. MONTREAL INFORMATICA S.A,42.563.692/0001-26,SERVIÇOS DE SUPORTE ÀS OPERAÇÕES ADMINISTRATIVAS E DE CONTRO,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",04/01/2018,03/01/2019,"R$ 2.254.365,36","R$ 2.254.365,36",Ativo,R$,2254365.36
Convite,MEDSERV-SUPRIMENTOS,60.298.361/0001-98,MEDICAMENTO E MATERIAIS HOSPITALARES,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",29/01/2018,27/07/2018,"R$ 157.373,63","R$ 157.373,63",Ativo,R$,157373.63
Convite,MEDINSHIP COMERCIO LTDA EPP,23.258.961/0001-04,MEDICAMENTO E MATERIAIS HOSPITALARES,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",29/01/2018,27/07/2018,"R$ 77.002,28","R$ 77.002,28",Ativo,R$,77002.28
Inexigibilidade,PETROBRAS DISTRIBUIDORA S A,34.274.233/0342-60,CONTRATO DE fornecimento de Produtos Químicos e Serviços Ass,"Dec 2745, 2.3, H - Formação de parcerias, consórcios e outra",23/01/2018,13/05/2018,"R$ 221.141,77","R$ 145.584,98",Ativo,R$,221141.77
Inexigibilidade,PETROBRAS DISTRIBUIDORA S A,34.274.233/0348-56,"FORNECIMENTO DE PRODUTOS QUÍMICOS, LUBRIFICANTES, GRAXAS, CO","Dec 2745, 2.3, H - Formação de parcerias, consórcios e outra",20/01/2018,23/06/2018,"R$ 213.870,25","R$ 213.870,25",Ativo,R$,213870.25
Convite,EQS ENGENHARIA LTDA,80.464.753/0001-97,"SERVIÇOS DE MANUTENÇÃO PREDIAL, MONTAGEM DE ANDAIMES, CONTRO","3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",26/01/2018,27/09/2019,"R$ 19.091.301,60","R$ 19.091.301,60",Ativo,R$,19091301.60
Convite,LABORATORIO RICHET PESQUISAS DE,31.887.136/0001-99,SERVIÇOS DE EXAMES LABORATORIAIS E TOXICOLÓGICOS COMPLEMENTA,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",20/01/2018,19/01/2020,"R$ 2.789.861,84","R$ 2.657.533,67",Ativo,R$,2789861.84
Inexigibilidade,PETROBRAS DISTRIBUIDORA S A,34.274.233/0342-60,CONTRATO de fornecimento de Produtos Químicos e Serviços Ass,"Dec 2745, 2.3, H - Formação de parcerias, consórcios e outra",23/01/2018,12/12/2018,"R$ 188.716,04","R$ 188.716,04",Ativo,R$,188716.04
Inexigibilidade,THE UNIVERSITY OF TULSA,EXTERNO,"DEVELOPMENT OF A WELLBORE THERMAL, COMPOSITIONAL NUMERICAL M","Dec 2745, 2.3, B - Serviços técnicos de natureza singular (p",15/01/2018,14/06/2019,"US$ 293.137,00","US$ 146.568,50",Ativo,US$,293137.00
Convite,SUDPAR - SUDESTE PARAFUSOS E,35.954.452/0001-97,PASTILHAS E LÂMINAS PARA TORNO MECÂNICO,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",19/02/2018,18/02/2020,"R$ 4.788,00","R$ 4.788,00",Ativo,R$,4788.00
Convite,GR SERVICOS E ALIMENTACAO LTDA.,02.905.110/0001-28,FORNECIMENTO DE ALIMENTAÇÃO - REFAP,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",25/01/2018,23/01/2021,"R$ 19.858.072,16","R$ 18.846.444,46",Ativo,R$,19858072.16
Inexigibilidade,PETROBRAS DISTRIBUIDORA S A,34.274.233/0335-31,CONTRATO de fornecimento de Produtos Químicos e Serviços Ass,"Dec 2745, 2.3, H - Formação de parcerias, consórcios e outra",26/01/2018,19/04/2018,"R$ 5.953.224,29","R$ 4.806.839,86",Ativo,R$,5953224.29
Inexigibilidade,PETROBRAS DISTRIBUIDORA S A,34.274.233/0085-02,Contrato de Produto Químico,"Dec 2745, 2.3, H - Formação de parcerias, consórcios e outra",01/02/2018,09/01/2019,"R$ 5.683,90","R$ 5.597,78",Ativo,R$,5683.90
Inexigibilidade,PETROBRAS DISTRIBUIDORA S A,34.274.233/0335-31,CONTRATO DE FORNECIMENTO DE PRODUTOS QUÍMICOS E SERVIÇOS ASS,"Dec 2745, 2.3, H - Formação de parcerias, consórcios e outra",29/01/2018,05/08/2018,"R$ 1.800.528,00","R$ 1.594.198,74",Ativo,R$,1800528.00
Dispensa,PRONTOCLINICA LTDA,29.533.833/0001-08,"SERVIÇOS DE REALIZAÇÃO DE EXAMES ADMISSIONAIS, COMPLEMENTARE","Dec 2745,2.1, B - Emergência, urgência em situação que possa",01/02/2018,30/07/2018,"R$ 936.504,56","R$ 915.540,91",Ativo,R$,936504.56
Inexigibilidade,PETROBRAS DISTRIBUIDORA S A,34.274.233/0335-31,CONTRATO DE FORNECIMENTO DE PRODUTOS QUÍMICOS E SERVIÇOS ASS,"Dec 2745, 2.3, H - Formação de parcerias, consórcios e outra",30/01/2018,09/01/2019,"R$ 293.359,74","R$ 289.226,04",Ativo,R$,293359.74
